="",="(1)",="",="(2)",="",="(3)",="",="(4)",="",="(5)",="",="(6)",="",="(7)",="",="(8)",="",="(9)",="",="(10)",="",="(11)",="",="(12)",=""
="age",="-0.0018",="(0.0058)",="-0.0023",="(0.0055)",="0.0024",="(0.0055)",="0.0030",="(0.0045)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="gender",="0.0145",="(0.0579)",="-0.0069",="(0.0784)",="-0.0414",="(0.0849)",="-0.0728",="(0.0867)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="employed_q3",="0.2685*",="(0.1336)",="0.2936*",="(0.1402)",="0.2644+",="(0.1601)",="0.3007*",="(0.1367)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="formal_education_q5",="0.0427",="(0.1985)",="0.1825",="(0.2029)",="0.1770",="(0.2199)",="0.1248",="(0.2009)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="pastoral_q6",="-0.6370**",="(0.2131)",="-0.5975**",="(0.2256)",="-0.4392+",="(0.2556)",="-0.4973*",="(0.2394)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="low_ses_q15",="-0.0826",="(0.2074)",="-0.1874",="(0.1863)",="-0.0726",="(0.2150)",="-0.1386",="(0.1945)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="included_q11",="-0.8653",="(0.5972)",="-0.7477",="(0.5508)",="-0.8582",="(0.5835)",="-0.9096",="(0.5707)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="attacked_1yr",="0.2966",="(0.2520)",="0.2607",="(0.2134)",="0.2785",="(0.2508)",="0.2766",="(0.2592)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="eth_match",="0.5452",="(0.4271)",="0.5248",="(0.4149)",="0.4338",="(0.4302)",="0.4452",="(0.4326)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="gender_match",="-0.0404",="(0.0366)",="-0.0389",="(0.0529)",="0.0190",="(0.0598)",="-0.0066",="(0.0524)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T_Trad",="",="",="0.2371",="(0.2426)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T_TAM2nd_Trad",="",="",="-3.3549*",="(1.4074)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="TAM2nd_Trad",="",="",="4.6062**",="(1.5475)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="trad_rules_bi",="",="",="0.0214",="(0.2870)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T_MoreLoc",="",="",="",="",="-0.0221",="(0.2890)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T_TAM2nd_MoreLoc",="",="",="",="",="-2.5377",="(3.3695)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="TAM2nd_MoreLoc",="",="",="",="",="1.4246",="(2.8439)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="more_loc_rules_bi",="",="",="",="",="0.4101",="(0.2714)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T_MoreTrad",="",="",="",="",="",="",="-0.1406",="(0.2280)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="T_TAM2nd_MoreTrad",="",="",="",="",="",="",="0.5722",="(0.5808)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="TAM2nd_MoreTrad",="",="",="",="",="",="",="3.8142*",="(1.4897)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="more_trad_rules_bi",="",="",="",="",="",="",="0.3909+",="(0.2277)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="(1)",="",="",="",="",="",="",="",="",="-0.3326",="(0.4170)",="-2.0367+",="(1.0729)",="-0.4483",="(0.4937)",="-3.5661**",="(1.2653)",="-0.4215",="(0.3772)",="-2.9814",="(3.2918)",="-0.8582",="(0.6051)",="-0.4266",="(0.4639)"
="N",="1179",="",="1220",="",="1146",="",="1194",="",="1179",="",="1179",="",="1220",="",="1220",="",="1146",="",="1146",="",="1194",="",="1194",=""
="R-sq",="0.949",="",="0.949",="",="0.946",="",="0.951",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Standard errors in parentheses"
="+ p<.1, * p<.05, ** p<.01, *** p<.001"
