"","COUNTY","Reported.Drought","Local.Rules.Exist","Traditional.Rules.Exist","More.Local.Rules.Exist","More.Traditional.Rules.Exist"
"936","ELGEYO MARAKWET     ",0,0,0,0,0
"937","ELGEYO MARAKWET     ",0,0,0,0,0
"938","ELGEYO MARAKWET     ",0,0,0,0,0
"939","ELGEYO MARAKWET     ",0,0,0,0,0
"940","ELGEYO MARAKWET     ",0,0,0,0,0
"941","ELGEYO MARAKWET     ",0,0,0,0,0
"942","NANDI               ",1,0,0,0,0
"943","NANDI               ",1,0,0,0,0
"944","NANDI               ",0,0,0,0,0
"945","NANDI               ",1,0,0,0,0
"946","NANDI               ",1,0,0,0,0
"947","NANDI               ",1,0,0,0,0
"948","NANDI               ",1,1,0,1,0
"949","NANDI               ",1,0,0,0,0
"950","NANDI               ",0,0,0,0,0
"951","NANDI               ",0,0,0,0,0
"952","NANDI               ",0,0,0,0,0
"953","NANDI               ",0,0,0,0,0
"954","NANDI               ",1,0,0,0,0
"955","NANDI               ",1,1,0,1,0
"956","NANDI               ",0,0,0,0,0
"957","NANDI               ",0,0,0,0,0
"958","NANDI               ",0,0,0,0,0
"959","NANDI               ",0,0,0,0,0
"960","NANDI               ",1,0,0,0,0
"961","NANDI               ",1,0,0,0,0
"962","NANDI               ",0,0,0,1,0
"963","NANDI               ",0,0,0,0,0
"964","NANDI               ",1,1,0,0,0
"965","NANDI               ",0,1,0,1,0
"966","NANDI               ",0,0,0,0,0
"967","NANDI               ",0,0,0,0,0
"968","NANDI               ",1,1,1,0,0
"969","NANDI               ",0,0,0,0,0
"970","NANDI               ",0,1,0,1,0
"971","NANDI               ",0,1,0,1,0
"972","LAIKIPIA            ",0,1,1,0,0
"973","LAIKIPIA            ",1,0,1,0,0
"974","LAIKIPIA            ",1,1,1,1,1
"975","LAIKIPIA            ",1,1,1,1,1
"976","LAIKIPIA            ",0,0,0,0,0
"977","LAIKIPIA            ",1,0,1,0,0
"978","LAIKIPIA            ",1,0,1,0,0
"979","LAIKIPIA            ",1,0,1,0,1
"980","LAIKIPIA            ",1,1,1,1,1
"981","LAIKIPIA            ",1,0,1,0,0
"982","LAIKIPIA            ",1,0,0,0,1
"983","LAIKIPIA            ",0,0,0,0,0
"984","LAIKIPIA            ",0,0,0,0,0
"985","LAIKIPIA            ",1,0,0,0,0
"986","LAIKIPIA            ",1,0,1,0,0
"987","LAIKIPIA            ",0,0,1,1,1
"988","LAIKIPIA            ",1,0,0,1,0
"989","LAIKIPIA            ",1,1,1,0,0
"990","LAIKIPIA            ",0,1,1,1,1
"991","LAIKIPIA            ",1,0,0,0,0
"992","LAIKIPIA            ",1,0,0,1,0
"993","LAIKIPIA            ",0,0,0,1,0
"994","LAIKIPIA            ",0,1,1,0,0
"995","LAIKIPIA            ",1,0,0,0,0
"996","LAIKIPIA            ",1,0,1,0,0
"997","LAIKIPIA            ",1,0,0,0,0
"998","LAIKIPIA            ",1,0,0,0,0
"999","LAIKIPIA            ",1,0,0,0,0
"1000","LAIKIPIA            ",1,0,1,0,0
"1001","LAIKIPIA            ",1,0,0,0,0
"1002","LAIKIPIA            ",0,0,0,0,0
"1003","LAIKIPIA            ",0,0,0,0,0
"1004","NAKURU              ",1,0,0,0,0
"1005","NAKURU              ",1,0,0,0,0
"1006","NAKURU              ",1,0,0,0,0
"1007","NAKURU              ",1,0,0,0,0
"1008","NAKURU              ",0,0,0,0,0
"1009","NAKURU              ",0,0,0,0,0
"1010","NAKURU              ",0,0,0,0,0
"1011","NAKURU              ",0,0,0,0,0
"1012","NAKURU              ",0,0,0,0,0
"1013","NAKURU              ",0,0,0,0,0
"1014","NAKURU              ",1,0,0,0,0
"1015","NAKURU              ",1,0,0,0,0
"1016","NAKURU              ",1,0,0,0,0
"1017","NAKURU              ",0,1,1,0,0
"1018","NAKURU              ",0,0,0,0,0
"1019","NAKURU              ",1,0,0,0,0
"1020","NAKURU              ",1,0,0,0,0
"1021","NAKURU              ",0,0,1,0,0
"1022","NAKURU              ",0,0,0,0,0
"1023","NAKURU              ",0,0,0,0,0
"1024","NAKURU              ",0,1,1,0,0
"1025","NAKURU              ",0,0,0,0,0
"1026","NAKURU              ",0,0,0,0,0
"1027","NAKURU              ",0,0,0,0,0
"1028","NAKURU              ",0,0,0,0,0
"1029","NAKURU              ",1,0,1,1,1
"1030","NAKURU              ",1,1,1,1,0
"1031","NAKURU              ",1,0,0,0,0
"1032","NAKURU              ",0,1,0,0,0
"1033","NAKURU              ",1,0,0,0,0
"1034","NAKURU              ",0,0,0,0,0
"1035","NAKURU              ",0,0,0,0,0
"1036","NAKURU              ",1,0,0,0,0
"1037","NAKURU              ",1,0,0,0,0
"1038","NAKURU              ",0,1,1,1,1
"1039","NAKURU              ",1,0,0,0,0
"1040","NAKURU              ",1,0,0,0,0
"1041","NAKURU              ",0,0,0,0,0
"1042","NAKURU              ",0,0,0,0,0
"1043","NAKURU              ",1,1,0,0,0
"1044","NAKURU              ",1,1,0,1,0
"1045","NAKURU              ",1,1,1,0,0
"1046","NAKURU              ",1,1,0,1,0
"1047","NAKURU              ",0,1,0,1,0
"1048","NAKURU              ",1,0,0,0,0
"1049","NAKURU              ",0,0,0,0,0
"1050","NAKURU              ",0,0,0,0,0
"1051","NAKURU              ",1,0,0,0,0
"1052","NAKURU              ",1,0,0,0,0
"1053","NAKURU              ",0,0,0,0,0
"1054","NAKURU              ",1,0,0,0,0
"1055","NAKURU              ",1,0,0,0,0
"1056","NAKURU              ",0,1,1,0,0
"1057","NAKURU              ",0,0,0,0,0
"1058","NAKURU              ",1,0,0,0,0
"1059","NAKURU              ",1,0,0,0,0
"1060","NAKURU              ",1,0,0,0,0
"1061","NAKURU              ",1,0,0,0,0
"1062","NAKURU              ",0,0,0,0,0
"1063","NAKURU              ",0,0,1,0,0
"1064","NAKURU              ",0,0,1,0,0
"1065","NAKURU              ",1,0,0,0,0
"1066","NAKURU              ",1,0,0,0,0
"1067","NAKURU              ",0,0,0,0,0
"1068","NAKURU              ",1,0,0,0,0
"1069","NAKURU              ",1,0,0,0,0
"1070","NAKURU              ",0,1,1,0,0
"1071","NAKURU              ",0,0,0,0,0
"1072","NAROK               ",1,0,0,0,0
"1073","NAROK               ",1,1,1,1,0
"1074","NAROK               ",1,0,0,0,0
"1075","NAROK               ",1,0,0,0,0
"1076","NAROK               ",0,0,0,0,0
"1077","NAROK               ",0,0,0,0,0
"1078","NAROK               ",0,0,0,1,0
"1079","NAROK               ",1,0,0,0,0
"1080","NAROK               ",0,1,1,1,0
"1081","NAROK               ",0,1,1,1,1
"1082","NAROK               ",0,0,0,0,0
"1083","NAROK               ",1,1,0,1,0
"1084","NAROK               ",0,1,0,1,0
"1085","NAROK               ",1,0,1,0,0
"1086","NAROK               ",1,1,1,0,1
"1087","NAROK               ",0,0,0,0,0
"1088","NAROK               ",1,0,0,0,0
"1089","NAROK               ",0,0,0,0,0
"1090","NAROK               ",1,0,1,0,0
"1091","NAROK               ",0,0,0,0,0
"1092","NAROK               ",0,0,0,0,0
"1093","NAROK               ",0,1,0,1,0
"1094","NAROK               ",0,1,0,1,0
"1095","NAROK               ",1,1,1,1,0
"1096","NAROK               ",1,1,0,1,0
"1097","NAROK               ",1,0,0,0,0
"1098","NAROK               ",1,0,0,0,0
"1099","NAROK               ",1,1,1,1,1
"1100","NAROK               ",1,1,0,1,0
"1101","NAROK               ",1,0,0,1,0
"1102","NAROK               ",1,0,1,1,0
"1103","NAROK               ",0,0,0,0,0
"1104","NAROK               ",1,0,0,0,0
"1105","NAROK               ",0,0,0,0,0
"1106","NAROK               ",0,0,0,0,0
"1107","NAROK               ",1,0,0,0,0
"1108","NAROK               ",1,0,0,0,0
"1109","NAROK               ",1,0,0,0,0
"1110","NAROK               ",0,0,0,0,0
"1111","NAROK               ",1,0,0,1,0
"1112","NAROK               ",1,0,0,0,0
"1113","NAROK               ",1,1,1,0,0
"1114","NAROK               ",0,0,1,0,0
"1115","NAROK               ",1,0,0,0,0
"1116","NAROK               ",0,0,0,0,0
"1117","NAROK               ",1,0,0,0,0
"1118","NAROK               ",1,0,0,0,0
"1119","KAJIADO             ",1,1,0,1,0
"1120","KAJIADO             ",1,0,0,0,0
"1121","KAJIADO             ",1,0,0,0,0
"1122","KAJIADO             ",1,0,0,0,0
"1123","KAJIADO             ",1,0,0,0,0
"1124","KAJIADO             ",0,0,0,0,0
"1125","KAJIADO             ",1,0,0,0,0
"1126","KAJIADO             ",1,0,0,0,0
"1127","KERICHO             ",0,0,0,0,0
"1128","KERICHO             ",1,1,1,0,0
"1129","KERICHO             ",0,0,0,0,0
"1130","KERICHO             ",0,0,0,0,0
"1131","KERICHO             ",0,0,0,0,0
"1132","KERICHO             ",1,0,0,0,0
"1133","KERICHO             ",1,0,0,0,0
"1134","KERICHO             ",0,0,0,0,0
"1135","KERICHO             ",1,0,0,0,0
"1136","KERICHO             ",0,1,1,0,0
"1137","KERICHO             ",0,0,0,0,0
"1138","KERICHO             ",0,0,0,0,0
"1139","KERICHO             ",0,0,0,0,0
"1140","KERICHO             ",0,0,0,0,0
"1141","KERICHO             ",0,0,0,0,0
"1142","KERICHO             ",0,0,0,0,0
"1143","KERICHO             ",0,1,1,0,0
"1144","KERICHO             ",1,0,0,0,0
"1145","KERICHO             ",0,0,0,0,0
"1146","KERICHO             ",0,0,0,1,1
"1147","KERICHO             ",1,0,0,0,0
"1148","KERICHO             ",1,0,0,0,0
"1149","KERICHO             ",1,0,0,0,0
"1150","KERICHO             ",1,1,1,1,1
"1151","KERICHO             ",0,1,0,0,0
"1152","KERICHO             ",1,0,0,0,0
"1153","KERICHO             ",1,1,1,0,0
"1154","KERICHO             ",0,0,0,0,0
"1155","KERICHO             ",0,1,0,0,0
"1156","KERICHO             ",1,0,0,0,0
"1157","KERICHO             ",1,0,0,0,0
"1158","KAJIADO             ",0,0,0,0,0
"1159","KAJIADO             ",1,1,1,1,0
"1160","KAJIADO             ",1,0,0,0,0
"1161","KAJIADO             ",1,0,1,1,0
"1162","KAJIADO             ",1,0,0,0,0
"1163","KAJIADO             ",1,0,0,0,0
"1164","KAJIADO             ",1,1,0,0,0
"1165","KAJIADO             ",0,1,0,0,0
"1166","KAJIADO             ",0,1,1,0,0
"1167","KAJIADO             ",0,0,0,0,0
"1168","KAJIADO             ",1,1,0,0,0
"1169","KAJIADO             ",0,0,0,0,0
"1170","KAJIADO             ",1,0,0,0,0
"1171","KAJIADO             ",1,0,0,0,0
"1172","KAJIADO             ",0,0,0,0,0
"1173","KAJIADO             ",1,0,0,0,0
"1174","KAJIADO             ",1,0,1,0,0
"1175","KAJIADO             ",0,0,0,0,0
"1176","KAJIADO             ",0,0,0,0,0
"1177","KAJIADO             ",0,0,0,0,0
"1178","KAJIADO             ",1,0,0,0,0
"1179","KAJIADO             ",1,0,0,0,0
"1180","KAJIADO             ",1,0,0,0,0
"1181","KAJIADO             ",0,0,0,0,0
"1182","KAKAMEGA            ",1,0,1,1,1
"1183","KAKAMEGA            ",0,1,1,0,0
"1184","KAKAMEGA            ",0,1,1,1,1
"1185","KAKAMEGA            ",1,0,0,0,0
"1186","KAKAMEGA            ",0,0,0,0,1
"1187","KAKAMEGA            ",0,0,0,0,0
"1188","KAKAMEGA            ",0,0,0,0,0
"1189","KAKAMEGA            ",0,0,0,0,0
"1190","KAKAMEGA            ",0,0,0,0,0
"1191","KAKAMEGA            ",0,1,1,1,0
"1192","KAKAMEGA            ",0,0,0,1,1
"1193","KAKAMEGA            ",1,0,0,0,0
"1194","KAKAMEGA            ",1,0,0,0,0
"1195","KAKAMEGA            ",0,0,0,0,0
"1196","KAKAMEGA            ",1,1,1,0,0
"1197","KAKAMEGA            ",0,0,0,0,0
"1198","KAKAMEGA            ",0,0,0,0,0
"1199","KAKAMEGA            ",0,0,0,1,1
"1200","KAKAMEGA            ",0,0,0,0,0
"1201","KAKAMEGA            ",0,0,0,0,0
"1202","KAKAMEGA            ",1,0,0,0,0
"1203","KAKAMEGA            ",1,0,0,0,0
"1204","KAKAMEGA            ",0,0,0,0,0
"1205","KAKAMEGA            ",0,0,0,0,0
"1206","KAKAMEGA            ",0,0,0,0,0
"1207","KAKAMEGA            ",1,0,0,0,0
"1208","KAKAMEGA            ",1,0,0,0,0
"1209","KAKAMEGA            ",0,0,0,0,0
"1210","KAKAMEGA            ",1,0,0,0,0
"1211","KAKAMEGA            ",0,0,0,0,0
"1212","KAKAMEGA            ",0,1,1,0,0
"1213","KAKAMEGA            ",0,1,1,0,0
"1214","KAKAMEGA            ",1,1,1,0,0
"1215","KAKAMEGA            ",0,0,1,0,0
"1216","KAKAMEGA            ",0,0,0,0,0
"1217","KAKAMEGA            ",0,0,0,0,0
"1218","KAKAMEGA            ",0,0,1,0,0
"1219","KAKAMEGA            ",0,0,1,0,0
"1220","KAKAMEGA            ",1,1,0,1,0
"1221","KAKAMEGA            ",0,0,0,1,0
"1222","KAKAMEGA            ",1,0,0,0,0
"1223","KAKAMEGA            ",0,0,0,0,0
"1224","KAKAMEGA            ",1,0,0,0,0
"1225","KAKAMEGA            ",1,0,0,0,0
"1226","KAKAMEGA            ",0,0,1,0,0
"1227","KAKAMEGA            ",1,0,0,1,0
"1228","KAKAMEGA            ",0,0,0,0,0
"1229","KAKAMEGA            ",1,0,1,0,0
"1230","KAKAMEGA            ",0,0,0,0,0
"1231","KAKAMEGA            ",0,0,0,0,0
"1232","KAKAMEGA            ",1,0,1,0,1
"1233","KAKAMEGA            ",0,0,0,0,0
"1234","KAKAMEGA            ",0,0,0,0,0
"1235","KAKAMEGA            ",0,0,0,0,0
"1236","KAKAMEGA            ",0,1,1,1,1
"1237","KAKAMEGA            ",0,0,1,0,0
"1238","KAKAMEGA            ",0,0,0,0,0
"1239","KAKAMEGA            ",0,0,0,0,0
"1240","KAKAMEGA            ",0,1,1,0,0
"1241","KAKAMEGA            ",0,0,0,0,0
"1242","KAKAMEGA            ",0,0,0,0,0
"1243","KAKAMEGA            ",0,0,0,0,0
"1244","KAKAMEGA            ",0,0,0,0,0
"1245","KAKAMEGA            ",1,0,0,0,0
"1246","KAKAMEGA            ",0,0,0,1,1
"1247","KAKAMEGA            ",0,0,0,1,1
"1248","KAKAMEGA            ",0,0,0,0,0
"1249","KAKAMEGA            ",1,0,0,0,0
"1250","KAKAMEGA            ",0,0,0,0,0
"1251","KAKAMEGA            ",1,1,0,1,0
"1252","BUNGOMA             ",0,0,0,0,0
"1253","BUNGOMA             ",1,0,0,0,0
"1254","BUNGOMA             ",1,0,0,0,0
"1255","BUNGOMA             ",1,0,0,0,0
"1256","BUNGOMA             ",1,0,0,0,0
"1257","BUNGOMA             ",0,1,1,1,0
"1258","BUNGOMA             ",1,0,0,1,0
"1259","BUNGOMA             ",0,0,0,0,0
"1260","BUNGOMA             ",0,0,0,0,0
"1261","BUNGOMA             ",1,0,0,0,0
"1262","BUNGOMA             ",0,0,0,0,0
"1263","BUNGOMA             ",0,0,0,0,0
"1264","BUNGOMA             ",0,0,0,0,1
"1265","BUNGOMA             ",0,0,0,0,0
"1266","BUNGOMA             ",0,1,1,1,1
"1267","BUNGOMA             ",0,0,0,0,0
"1268","BUNGOMA             ",1,0,0,0,0
"1269","BUNGOMA             ",0,0,0,0,0
"1270","BUNGOMA             ",1,1,0,0,0
"1271","BUNGOMA             ",0,0,0,0,0
"1272","BUNGOMA             ",0,0,0,0,0
"1273","BUNGOMA             ",0,0,0,0,0
"1274","BUNGOMA             ",1,0,0,0,0
"1275","BUNGOMA             ",1,0,0,1,0
"1276","BUNGOMA             ",0,1,0,0,0
"1277","BUNGOMA             ",1,0,0,0,0
"1278","BUNGOMA             ",0,0,0,0,0
"1279","BUNGOMA             ",1,1,0,0,0
"1280","BUNGOMA             ",0,0,0,0,0
"1281","BUNGOMA             ",0,0,0,0,0
"1282","BUNGOMA             ",0,0,0,0,0
"1283","BUNGOMA             ",1,0,0,0,0
"1284","BUNGOMA             ",0,0,0,1,1
"1285","BUNGOMA             ",0,0,0,0,0
"1286","BUNGOMA             ",1,0,0,0,0
"1287","BUNGOMA             ",1,1,0,0,0
"1288","BUNGOMA             ",0,0,1,0,0
"1289","BUNGOMA             ",0,0,0,0,0
"1290","BUNGOMA             ",0,0,0,0,0
"1291","BUNGOMA             ",1,0,0,0,1
"1292","BUNGOMA             ",0,0,1,0,0
"1293","BUNGOMA             ",0,0,0,0,0
"1294","BUNGOMA             ",0,0,0,0,0
"1295","BUNGOMA             ",1,1,1,1,1
"1296","BUNGOMA             ",0,0,0,0,0
"1297","BUNGOMA             ",0,0,0,0,0
"1298","BUNGOMA             ",0,0,0,0,0
"1299","BUNGOMA             ",1,0,0,0,0
"1300","BUNGOMA             ",0,0,0,0,0
"1301","BUNGOMA             ",0,0,0,0,0
"1302","BUNGOMA             ",0,0,0,0,0
"1303","BUNGOMA             ",0,0,0,0,0
"1304","BUNGOMA             ",0,0,0,0,0
"1305","BUNGOMA             ",0,0,0,0,0
"1306","BUNGOMA             ",0,0,0,0,0
"1307","BUNGOMA             ",1,1,1,0,0
"1308","BUNGOMA             ",0,0,0,1,1
"1309","BUNGOMA             ",1,0,0,0,0
"1310","BUNGOMA             ",1,0,0,0,0
"1311","BUNGOMA             ",0,0,0,0,0
"1312","BUNGOMA             ",0,0,0,0,0
"1313","BUNGOMA             ",0,0,0,0,0
"1314","BUNGOMA             ",0,1,1,1,1
"1315","BUSIA               ",1,0,0,0,0
"1316","BUSIA               ",1,0,0,0,0
"1317","BUSIA               ",0,1,0,0,0
"1318","BUSIA               ",1,0,0,0,0
"1319","BUSIA               ",1,1,1,1,1
"1320","BUSIA               ",1,0,0,0,0
"1321","BUSIA               ",1,0,0,0,0
"1322","BUSIA               ",1,0,0,0,0
"1323","BUSIA               ",1,0,0,0,0
"1324","BUSIA               ",1,0,0,0,0
"1325","BUSIA               ",1,0,0,0,0
"1326","BUSIA               ",1,0,0,0,0
"1327","BUSIA               ",0,0,0,0,0
"1328","BUSIA               ",1,0,1,0,0
"1329","BUSIA               ",1,0,0,0,0
"1330","BUSIA               ",1,0,0,0,0
"1331","BUSIA               ",1,1,1,1,1
"1332","BUSIA               ",1,1,1,1,1
"1333","BUSIA               ",0,0,0,0,0
"1334","BUSIA               ",0,0,0,0,0
"1335","BUSIA               ",1,0,0,0,0
"1336","BUSIA               ",1,0,0,0,0
"1337","BUSIA               ",1,0,1,0,0
"1338","BUSIA               ",1,0,1,0,0
"1339","BUSIA               ",0,0,1,0,0
"1340","BUSIA               ",1,1,0,1,0
"1341","BUSIA               ",1,0,0,0,0
"1342","BUSIA               ",1,0,0,0,0
"1343","BUSIA               ",1,0,0,0,0
"1344","BUSIA               ",1,1,1,1,1
"1345","BUSIA               ",0,0,0,0,0
"1346","BUSIA               ",1,0,0,0,0
